,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
1639,2020,Kia,Soul,26398.0,27.0,Georgetown,41,"Georgetown, Ontario"
1640,2016,Lexus,NX,31888.0,52902.0,Oakville,37,"Oakville, Ontario"
1641,2018,Acura,TLX,29888.0,39579.0,Thornhill,17,"Thornhill, Ontario"
1642,2017,Honda,CR-V,24795.0,133254.0,Toronto,11,"Toronto, Ontario"
1643,2018,Honda,HR-V,20900.0,45685.0,Toronto,13,"Toronto, Ontario"
1644,2017,Volkswagen,GTI,20880.0,72000.0,Toronto,12,"Toronto, Ontario"
1645,2018,Mazda,CX-3,15488.0,73901.0,Scarborough,21,"Scarborough, Ontario"
1646,2019,Lexus,NX,39999.0,12304.0,Brampton,36,"Brampton, Ontario"
1647,2018,Ram,1500,29995.0,32884.0,Chatham,269,"Chatham, Ontario"
1648,2014,Mercedes-Benz,SL-Class,73800.0,53416.0,North York,16,"North York, Ontario"
1649,2020,GMC,Acadia,61972.0,7810.0,Toronto,12,"Toronto, Ontario"
1650,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
1651,2018,GMC,Acadia,34999.0,26044.0,London,171,"London, Ontario"
1652,2017,Cadillac,XT5,33990.0,60851.0,Port Hope,95,"Port Hope, Ontario"
1653,2016,Toyota,RAV4,23880.0,92318.0,Kitchener,92,"Kitchener, Ontario"
1654,2016,BMW,4,22597.0,48528.0,Bolton,37,"Bolton, Ontario"
1655,2017,Kia,Sportage,21988.0,28127.0,Grimsby,53,"Grimsby, Ontario"
1656,2018,Mitsubishi,Outlander,18998.0,50128.0,Scarborough,19,"Scarborough, Ontario"
1657,2019,Honda,Civic,18695.0,20898.0,Mississauga,20,"Mississauga, Ontario"
1658,2018,Cadillac,XT5,29000.0,48036.0,Oakville,35,"Oakville, Ontario"
1659,2017,Nissan,Rogue,22995.0,55056.0,Richmond Hill,30,"Richmond Hill, Ontario"
1660,2020,Mercedes-Benz,GLE,81708.0,700.0,Whitby,45,"Whitby, Ontario"
1661,2020,Honda,CR-V,39716.0,13871.0,Mississauga,21,"Mississauga, Ontario"
1662,2019,Lexus,UX,38368.0,185.0,Toronto,8,"Toronto, Ontario"
1663,2020,Chevrolet,Equinox,46287.0,10.0,Toronto,12,"Toronto, Ontario"
1664,2015,BMW,335i,31888.0,112057.0,Toronto,15,"Toronto, Ontario"
1665,2019,Nissan,Sentra,16999.0,7945.0,Oakville,39,"Oakville, Ontario"
1666,2017,Dodge,Grand,16599.0,84064.0,Mississauga,27,"Mississauga, Ontario"
1667,2018,Hyundai,Elantra,15995.0,53659.0,Etobicoke,18,"Etobicoke, Ontario"
1668,2015,Nissan,Versa,7999.0,41500.0,Crystal Beach,91,"Crystal Beach, Ontario"
1669,2006,Acura,RSX,4300.0,296000.0,Oakville,33,"Oakville, Ontario"
1670,2014,Acura,RDX,17295.0,131147.0,Markham,25,"Markham, Ontario"
1671,2016,Mazda,CX-3,15000.0,49815.0,Mississauga,21,"Mississauga, Ontario"
1672,2019,Mercedes-Benz,E-Class,68995.0,3874.0,Oakville,35,"Oakville, Ontario"
1673,2019,Volvo,V60,47995.0,9500.0,Mississauga,27,"Mississauga, Ontario"
1674,2012,Buick,Enclave,14395.0,131023.0,Caledonia,79,"Caledonia, Ontario"
1675,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
1676,2019,Audi,A5,40595.0,11674.0,Toronto,14,"Toronto, Ontario"
1677,2020,BMW,X2,38000.0,17007.0,Guelph,77,"Guelph, Ontario"
1678,2017,Jaguar,XF,30800.0,76313.0,North York,16,"North York, Ontario"
1679,2019,Hyundai,Elantra,16595.0,45655.0,Etobicoke,18,"Etobicoke, Ontario"
1680,2016,Buick,Verano,14988.0,39588.0,Toronto,12,"Toronto, Ontario"
1681,2016,Dodge,Grand,13398.0,109203.0,Toronto,15,"Toronto, Ontario"
1682,2020,Mercedes-Benz,C-Class,42000.0,17800.0,Cambridge,82,"Cambridge, Ontario"
1683,2016,Ram,Promaster,15995.0,109867.0,Hamilton,55,"Hamilton, Ontario"
1684,2019,Porsche,911,266464.0,2850.0,North York,10,"North York, Ontario"
1685,2017,Infiniti,QX70,36895.0,52523.0,Toronto,15,"Toronto, Ontario"
1686,2019,Kia,Soul,19499.0,21435.0,Toronto,15,"Toronto, Ontario"
1687,2020,Volkswagen,Tiguan,43994.0,90.0,Brantford,88,"Brantford, Ontario"
1688,2017,Dodge,Grand,17995.0,122833.0,Kingston,235,"Kingston, Ontario"
1689,2018,Nissan,LEAF,30900.0,26295.0,Burlington,45,"Burlington, Ontario"
1690,2017,Audi,Q5,28399.0,69275.0,Markham,24,"Markham, Ontario"
1691,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
1692,2016,Lincoln,MKX,32880.0,43247.0,Vaughan,20,"Vaughan, Ontario"
1693,2018,Ford,Mustang,27800.0,22782.0,North York,16,"North York, Ontario"
1694,2017,Subaru,Outback,26498.0,50649.0,Grimsby,52,"Grimsby, Ontario"
1695,2019,Hyundai,Tucson,23995.0,24443.0,Etobicoke,18,"Etobicoke, Ontario"
1696,2014,Mercedes-Benz,C-Class,15300.0,102600.0,Mississauga,29,"Mississauga, Ontario"
1697,2016,Mazda,Mazda3,14798.0,58782.0,Scarborough,21,"Scarborough, Ontario"
1698,2013,Nissan,Altima,8800.0,147609.0,Toronto,3,"Toronto, Ontario"
1699,2016,BMW,X1,27732.0,66956.0,Oakville,40,"Oakville, Ontario"
1701,2016,Honda,Odyssey,34478.0,93210.0,Toronto,13,"Toronto, Ontario"
1702,2015,Mercedes-Benz,GL-Class,33995.0,124536.0,Burlington,36,"Burlington, Ontario"
1703,2020,Honda,CR-V,34995.0,15274.0,Georgetown,41,"Georgetown, Ontario"
1704,2018,Cadillac,XT5,29000.0,48036.0,Oakville,35,"Oakville, Ontario"
1705,2018,Nissan,Frontier,29995.0,40512.0,Mississauga,20,"Mississauga, Ontario"
1706,2020,Toyota,Corolla,22974.0,8233.0,Bolton,34,"Bolton, Ontario"
1707,2015,Lexus,IS,21800.0,92698.0,Vaughan,20,"Vaughan, Ontario"
1708,2017,Kia,Sorento,19888.0,57618.0,Markham,26,"Markham, Ontario"
1709,2016,Hyundai,Santa,15199.0,88333.0,Mississauga,27,"Mississauga, Ontario"
1710,2018,Chevrolet,Spark,10925.0,48000.0,Guelph,74,"Guelph, Ontario"
1711,2018,Audi,Q5,39000.0,73414.0,Mississauga,27,"Mississauga, Ontario"
1712,2019,Audi,A5,59645.0,9500.0,Innisfil,77,"Innisfil, Ontario"
1713,2016,Rolls-Royce,Dawn,308888.0,20000.0,North York,17,"North York, Ontario"
1714,2018,Volvo,V60,33495.0,42856.0,Mississauga,27,"Mississauga, Ontario"
1715,2017,Subaru,Outback,19977.0,94277.0,Ottawa,337,"Ottawa, Ontario"
1716,2016,Subaru,Crosstrek,23333.0,51438.0,Markham,26,"Markham, Ontario"
1717,2016,Ford,Explorer,31995.0,67813.0,Mississauga,30,"Mississauga, Ontario"
1718,2020,MINI,Countryman,29888.0,80.0,Thornhill,17,"Thornhill, Ontario"
1719,2018,Mitsubishi,Eclipse,29395.0,16200.0,Ajax,35,"Ajax, Ontario"
1720,2017,Kia,Soul,17733.0,33370.0,Niagara Falls,68,"Niagara Falls, Ontario"
1721,2017,Nissan,Altima,17295.0,85417.0,Mississauga,21,"Mississauga, Ontario"
1722,2017,Chevrolet,Malibu,16399.0,83192.0,Mississauga,27,"Mississauga, Ontario"
1723,2020,Infiniti,QX60,57863.0,11356.0,Innisfil,77,"Innisfil, Ontario"
1724,2018,Mercedes-Benz,C-Class,33994.0,42516.0,Bolton,37,"Bolton, Ontario"
1725,2012,Ferrari,California,146900.0,22418.0,Oakville,31,"Oakville, Ontario"
1726,2020,Tesla,Model,80000.0,1000.0,Burlington,44,"Burlington, Ontario"
1727,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
1728,2013,Infiniti,EX37,13995.0,148562.0,Etobicoke,22,"Etobicoke, Ontario"
1729,2017,Land,Rover,74800.0,69993.0,North York,16,"North York, Ontario"
1730,2019,Jeep,Cherokee,34990.0,19863.0,Toronto,10,"Toronto, Ontario"
1731,2020,Kia,Sorento,27500.0,30514.0,Guelph,77,"Guelph, Ontario"
1732,2015,Nissan,Rogue,14399.0,52105.0,Woodbridge,23,"Woodbridge, Ontario"
1733,2015,Hyundai,Elantra,10499.0,56328.0,Mississauga,27,"Mississauga, Ontario"
1734,2011,Honda,Civic,7000.0,173000.0,Woodbridge,23,"Woodbridge, Ontario"
1735,2019,Lexus,NX,39999.0,12304.0,Brampton,36,"Brampton, Ontario"
1736,2020,Jeep,Grand,47900.0,5000.0,Cambridge,82,"Cambridge, Ontario"
1737,2018,Nissan,GT-R,109800.0,14656.0,North York,16,"North York, Ontario"
1738,2017,BMW,X3,28910.0,41515.0,Vaughan,21,"Vaughan, Ontario"
1739,2019,Toyota,Corolla,17800.0,15062.0,Markham,19,"Markham, Ontario"
1740,2019,Lincoln,Continental,59998.0,14882.0,Brampton,30,"Brampton, Ontario"
1741,2016,Mercedes-Benz,C-Class,27888.0,79298.0,Brampton,30,"Brampton, Ontario"
1742,2015,Lexus,IS,24800.0,132000.0,Stouffville,43,"Stouffville, Ontario"
1743,2018,Hyundai,Sonata,16995.0,48283.0,Mississauga,27,"Mississauga, Ontario"
1744,2013,Acura,ILX,15995.0,33094.0,Toronto,14,"Toronto, Ontario"
1745,2017,Toyota,Corolla,14777.0,86398.0,Toronto,15,"Toronto, Ontario"
1746,2013,Honda,Civic,10380.0,69008.0,Toronto,14,"Toronto, Ontario"
1747,2014,Kia,Soul,15888.0,10.0,Oshawa,49,"Oshawa, Ontario"
1748,2017,Nissan,Qashqai,16888.0,97052.0,Richmond Hill,30,"Richmond Hill, Ontario"
1749,2019,Porsche,911,396000.0,45.0,Toronto,2,"Toronto, Ontario"
1750,2019,Audi,Q7,73759.0,9878.0,Etobicoke,14,"Etobicoke, Ontario"
1751,2019,Volvo,S60,62520.0,7560.0,Ottawa,356,"Ottawa, Ontario"
1752,2016,Dodge,Grand,16495.0,92075.0,Lasalle,342,"Lasalle, Ontario"
1753,2019,Mercedes-Benz,GLC,41999.0,29909.0,Burlington,47,"Burlington, Ontario"
1754,2018,Mitsubishi,Eclipse,26995.0,13334.0,Ajax,35,"Ajax, Ontario"
1755,2018,Toyota,RAV4,25555.0,49734.0,Stoney Creek,56,"Stoney Creek, Ontario"
1756,2016,Cadillac,ATS,24995.0,97194.0,Mississauga,20,"Mississauga, Ontario"
1757,2016,Ford,Escape,17495.0,75374.0,Toronto,14,"Toronto, Ontario"
1758,2020,Kia,Forte,16680.0,25142.0,Toronto,14,"Toronto, Ontario"
1759,2017,Toyota,Highlander,34198.0,74158.0,Thornhill,17,"Thornhill, Ontario"
1760,2014,Mitsubishi,Outlander,12299.0,103837.0,Mississauga,27,"Mississauga, Ontario"
1761,2020,Volvo,XC60,71621.0,7100.0,Mississauga,27,"Mississauga, Ontario"
1762,2019,Dodge,Durango,37895.0,43624.0,Mississauga,20,"Mississauga, Ontario"
1763,2010,Volkswagen,Jetta,6300.0,106000.0,Mississauga,17,"Mississauga, Ontario"
1764,2018,Jeep,Grand,37888.0,34041.0,Ottawa,351,"Ottawa, Ontario"
1765,2016,Acura,RLX,25995.0,76000.0,Guelph,74,"Guelph, Ontario"
1766,2016,BMW,X1,20800.0,107330.0,North York,16,"North York, Ontario"
1767,2015,Ford,Explorer,19888.0,107136.0,Brampton,34,"Brampton, Ontario"
1768,2014,Hyundai,Santa,16995.0,80900.0,Toronto,14,"Toronto, Ontario"
1769,2014,Ford,Edge,13500.0,152000.0,Hamilton,57,"Hamilton, Ontario"
1770,2010,Cadillac,CTS,9200.0,148000.0,Hamilton,61,"Hamilton, Ontario"
1771,2017,Jaguar,F-Pace,41995.0,53721.0,Brampton,34,"Brampton, Ontario"
1772,2017,Mercedes-Benz,GLC,39995.0,77942.0,Oakville,35,"Oakville, Ontario"
1773,2020,Audi,Q5,54958.0,9758.0,Etobicoke,14,"Etobicoke, Ontario"
1774,2017,Mercedes-Benz,GLE-Class,43950.0,40018.0,Georgetown,41,"Georgetown, Ontario"
1775,2009,Mercedes-Benz,M-Class,11995.0,199000.0,Toronto,18,"Toronto, Ontario"
1776,2019,Volvo,XC90,65995.0,14483.0,Markham,24,"Markham, Ontario"
1777,2019,Jeep,Cherokee,31995.0,30475.0,Arthur,95,"Arthur, Ontario"
1778,2019,Chrysler,300,30995.0,45469.0,Mississauga,20,"Mississauga, Ontario"
1779,2017,Dodge,Grand,21688.0,29700.0,Markham,22,"Markham, Ontario"
1780,2011,Ram,3500,17488.0,151000.0,Toronto,15,"Toronto, Ontario"
1781,2015,BMW,X1,16950.0,105869.0,Oakville,38,"Oakville, Ontario"
1782,2015,Chrysler,200,11992.0,136178.0,Hamilton,55,"Hamilton, Ontario"
1783,2018,BMW,340i,36549.0,68207.0,Hamilton,64,"Hamilton, Ontario"
1784,2020,Jaguar,F-Pace,73067.0,9950.0,Toronto,2,"Toronto, Ontario"
1785,2020,Ram,3500,98950.0,501.0,Grimsby,52,"Grimsby, Ontario"
1786,2015,Mercedes-Benz,GL63,65000.0,82000.0,Milton,43,"Milton, Ontario"
1787,2014,Maserati,GranTurismo,89900.0,45348.0,Oakville,39,"Oakville, Ontario"
1789,2014,Toyota,Matrix,12999.0,129763.0,Fergus,79,"Fergus, Ontario"
1790,2016,Nissan,Rogue,18990.0,106102.0,Lindsay,93,"Lindsay, Ontario"
1791,2019,Chrysler,300,29995.0,40847.0,Toronto,15,"Toronto, Ontario"
1792,2018,Ford,Edge,29625.0,72000.0,Guelph,74,"Guelph, Ontario"
1793,2020,Ram,1500,62950.0,10728.0,Burlington,48,"Burlington, Ontario"
1794,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
1795,2018,Ford,Escape,27995.0,19365.0,Toronto,14,"Toronto, Ontario"
1796,2017,Hyundai,Tucson,19988.0,57501.0,Mississauga,21,"Mississauga, Ontario"
1797,2015,Acura,TLX,18910.0,103048.0,Vaughan,21,"Vaughan, Ontario"
1798,2011,Jeep,JK,18000.0,170000.0,Ayr,96,"Ayr, Ontario"
1799,2015,Ford,Escape,17995.0,86547.0,Toronto,14,"Toronto, Ontario"
1800,2007,Dodge,Caliber,2800.0,299324.0,North York,16,"North York, Ontario"
1801,2017,BMW,330I,29210.0,50032.0,Oakville,40,"Oakville, Ontario"
1802,2011,Volkswagen,Jetta,11888.0,127155.0,Milton,43,"Milton, Ontario"
1803,2018,Audi,Q5,37800.0,46339.0,North York,16,"North York, Ontario"
1804,2016,Audi,A8,32000.0,165000.0,Concord,22,"Concord, Ontario"
1805,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
1806,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
1807,2017,Ford,Fusion,24950.0,5900.0,Caledonia,80,"Caledonia, Ontario"
1808,2016,Audi,A4,19999.0,61000.0,Mississauga,19,"Mississauga, Ontario"
1809,2018,Chevrolet,Cruze,15988.0,58361.0,St. Catharines,54,"St. Catharines, Ontario"
1810,2015,Honda,Accord,15500.0,106180.0,Toronto,16,"Toronto, Ontario"
1811,2013,Volkswagen,Jetta,11950.0,98000.0,Hamilton,57,"Hamilton, Ontario"
1812,2013,Dodge,Caravan,8500.0,126800.0,North York,10,"North York, Ontario"
1813,2014,Toyota,Matrix,12999.0,129763.0,Fergus,79,"Fergus, Ontario"
1814,2019,Nissan,Sentra,15998.0,7300.0,Oakville,39,"Oakville, Ontario"
1815,2018,Ferrari,812,469987.0,1980.0,Woodbridge,21,"Woodbridge, Ontario"
1816,2018,Ford,F-150,54288.0,50221.0,Mississauga,28,"Mississauga, Ontario"
1817,2018,Mercedes-Benz,C-Class,70878.0,23000.0,Woodbridge,21,"Woodbridge, Ontario"
1818,2019,Toyota,Corolla,17800.0,15062.0,Markham,19,"Markham, Ontario"
1819,2016,Mazda,CX-5,23900.0,51000.0,York,4,"York, Ontario"
1820,2014,BMW,3,22910.0,28077.0,Vaughan,21,"Vaughan, Ontario"
1821,2018,Dodge,Grand,19995.0,54201.0,Etobicoke,18,"Etobicoke, Ontario"
1822,2019,Nissan,Sentra,16988.0,31973.0,Mississauga,30,"Mississauga, Ontario"
1823,2017,Chevrolet,Spark,12900.0,82298.0,St. Catharines,53,"St. Catharines, Ontario"
1824,2013,Toyota,Camry,11995.0,113188.0,Mississauga,27,"Mississauga, Ontario"
1825,2016,Kia,Sorento,22900.0,98059.0,Brampton,34,"Brampton, Ontario"
1826,2019,Volkswagen,Golf,21498.0,41818.0,Milton,43,"Milton, Ontario"
1827,2020,Mercedes-Benz,GLC,55995.0,6347.0,Oakville,35,"Oakville, Ontario"
1828,2020,Jeep,Grand,36688.0,19989.0,Toronto,19,"Toronto, Ontario"
1829,2019,Ram,1500,48900.0,19456.0,Windsor,324,"Windsor, Ontario"
1830,2010,Ford,Focus,6955.0,77063.0,Sarnia,255,"Sarnia, Ontario"
1831,2012,BMW,M3,35800.0,133100.0,North York,16,"North York, Ontario"
1832,2018,Honda,Odyssey,31353.0,44245.0,Kitchener,91,"Kitchener, Ontario"
1833,2017,Cadillac,XT5,26850.0,99000.0,Toronto,16,"Toronto, Ontario"
1834,2016,Jeep,Cherokee,18998.0,71860.0,Hamilton,56,"Hamilton, Ontario"
1835,2019,Nissan,Micra,12698.0,784.0,Woodbridge,23,"Woodbridge, Ontario"
1836,2012,Hyundai,Accent,5999.0,161926.0,Oakville,35,"Oakville, Ontario"
1837,2015,Ford,Escape,14990.0,85300.0,Milton,41,"Milton, Ontario"
1838,2017,Ram,1500,37741.0,32305.0,Toronto,14,"Toronto, Ontario"
1839,2018,Mercedes-Benz,AMG,51895.0,66104.0,Whitby,45,"Whitby, Ontario"
1840,2008,Porsche,Boxster,44995.0,15864.0,Brampton,32,"Brampton, Ontario"
1841,2019,Honda,Passport,39889.0,47252.0,Chatham,269,"Chatham, Ontario"
1842,2019,Honda,CR-V,32759.0,19034.0,Thornhill,17,"Thornhill, Ontario"
1843,2019,Ram,ProMaster,42995.0,7700.0,Markham,22,"Markham, Ontario"
1844,2020,Ram,1500,41990.0,378.0,Mississauga,20,"Mississauga, Ontario"
1845,2020,Nissan,Rogue,37999.0,6999.0,Mississauga,21,"Mississauga, Ontario"
1846,2018,Chevrolet,Camaro,35990.0,10798.0,Port Hope,95,"Port Hope, Ontario"
1847,2019,Toyota,Prius,34000.0,7000.0,Toronto,2,"Toronto, Ontario"
1848,2018,Hyundai,Elantra,13995.0,74253.0,Toronto,15,"Toronto, Ontario"
1849,2018,BMW,340i,36549.0,68207.0,Hamilton,64,"Hamilton, Ontario"
1850,2019,Mazda,CX-5,39998.0,1250.0,Toronto,8,"Toronto, Ontario"
1851,2020,Buick,Enclave,71427.0,10.0,Toronto,12,"Toronto, Ontario"
1852,2019,Lexus,ES,45888.0,23419.0,Oakville,37,"Oakville, Ontario"
1853,2016,Land,Rover,82649.0,33702.0,Richmond Hill,22,"Richmond Hill, Ontario"
1854,2016,Chevrolet,Malibu,12988.0,67711.0,Burlington,45,"Burlington, Ontario"
1855,2020,Jeep,WRANGLER,43450.0,501.0,Grimsby,52,"Grimsby, Ontario"
1856,2019,Mercedes-Benz,A-Class,34488.0,21000.0,Guelph,74,"Guelph, Ontario"
1857,2016,BMW,X3,25800.0,77524.0,North York,16,"North York, Ontario"
1858,2016,Chrysler,300,23995.0,89466.0,Toronto,15,"Toronto, Ontario"
1859,2019,Volkswagen,Jetta,18198.0,26084.0,Toronto,14,"Toronto, Ontario"
1860,2016,MINI,5,17900.0,69200.0,Toronto,15,"Toronto, Ontario"
1861,2018,Land,Rover,46397.0,22143.0,Woodbridge,20,"Woodbridge, Ontario"
1862,2011,Porsche,Cayenne,20999.0,132000.0,Toronto,18,"Toronto, Ontario"
1863,2018,Mercedes-Benz,G-Class,132999.0,42000.0,Toronto,15,"Toronto, Ontario"
1864,2019,Acura,MDX,58870.0,77.0,Thornhill,17,"Thornhill, Ontario"
1865,2016,Toyota,Corolla,15900.0,74857.0,Stouffville,36,"Stouffville, Ontario"
1866,1988,Ferrari,Testarossa,149987.0,43573.0,Woodbridge,21,"Woodbridge, Ontario"
1867,2020,Audi,Q5,49755.0,9336.0,Innisfil,77,"Innisfil, Ontario"
1868,2012,Ram,3500,36900.0,256102.0,Arthur,95,"Arthur, Ontario"
1869,2020,Kia,Sedona,26999.0,16442.0,Toronto,14,"Toronto, Ontario"
1870,2017,Subaru,Legacy,22888.0,67749.0,Mississauga,30,"Mississauga, Ontario"
1871,2014,Ford,Escape,14488.0,79323.0,Thornhill,17,"Thornhill, Ontario"
1872,2016,Toyota,Corolla,14195.0,65000.0,Toronto,11,"Toronto, Ontario"
1873,2018,Audi,RS,85000.0,750.0,Mississauga,27,"Mississauga, Ontario"
1874,2019,Honda,CR-V,25388.0,19519.0,Markham,24,"Markham, Ontario"
1875,2017,Maserati,Ghibli,56800.0,36168.0,North York,16,"North York, Ontario"
1876,2017,Audi,A6,41900.0,33565.0,Toronto,15,"Toronto, Ontario"
1877,2020,Toyota,Corolla,25495.0,19113.0,Toronto,10,"Toronto, Ontario"
1878,2017,Audi,A6,45900.0,19421.0,London,171,"London, Ontario"
1879,2017,Infiniti,QX50,32000.0,23500.0,Toronto,1,"Toronto, Ontario"
1880,2018,Honda,Odyssey,31995.0,61574.0,Toronto,11,"Toronto, Ontario"
1881,2017,Ford,Explorer,29995.0,72138.0,Mississauga,30,"Mississauga, Ontario"
1882,2014,Audi,A5,27999.0,48000.0,Oakville,30,"Oakville, Ontario"
1883,2019,Hyundai,Sonata,22995.0,33637.0,Etobicoke,18,"Etobicoke, Ontario"
1884,2019,Hyundai,Elantra,17995.0,17315.0,Toronto,15,"Toronto, Ontario"
1885,2019,Dodge,Grand,30950.0,1693.0,Burlington,48,"Burlington, Ontario"
1886,2019,Mercedes-Benz,SL450,96995.0,14875.0,Peterborough,108,"Peterborough, Ontario"
1887,2012,BMW,M3,35800.0,133100.0,North York,16,"North York, Ontario"
1888,2019,Dodge,Challenger,34288.0,25797.0,Mississauga,27,"Mississauga, Ontario"
1889,2016,Land,Rover,82649.0,33702.0,Richmond Hill,22,"Richmond Hill, Ontario"
1890,2018,Maserati,Levante,99987.0,9802.0,Woodbridge,20,"Woodbridge, Ontario"
1891,2017,Ford,Explorer,31499.0,48567.0,Brampton,30,"Brampton, Ontario"
1892,2016,Lexus,NX,27888.0,89843.0,Oakville,37,"Oakville, Ontario"
1893,2017,Nissan,Altima,17500.0,93063.0,Guelph,77,"Guelph, Ontario"
1894,2016,MINI,Cooper,15888.0,70317.0,Toronto,15,"Toronto, Ontario"
1895,2015,MINI,Cooper,15800.0,76741.0,North York,16,"North York, Ontario"
1896,2015,Hyundai,Sonata,12995.0,56102.0,Mississauga,20,"Mississauga, Ontario"
1897,2020,Nissan,NV200,27999.0,6439.0,Mississauga,21,"Mississauga, Ontario"
1898,2020,Nissan,Rogue,31999.0,199.0,Mississauga,21,"Mississauga, Ontario"
1899,2017,Porsche,Macan,42900.0,65000.0,Vaughan,20,"Vaughan, Ontario"
1900,2017,Honda,Pilot,31888.0,86000.0,Toronto,14,"Toronto, Ontario"
1901,2019,Acura,RDX,45990.0,18743.0,Etobicoke,15,"Etobicoke, Ontario"
1902,2019,Mercedes-Benz,CLS450,98667.0,4050.0,Nepean,345,"Nepean, Ontario"
1903,2016,Mercedes-Benz,C-Class,30995.0,79382.0,Oakville,35,"Oakville, Ontario"
1904,2017,BMW,X1,27604.0,78150.0,Oakville,40,"Oakville, Ontario"
1905,2013,Audi,TT,23800.0,118119.0,North York,16,"North York, Ontario"
1906,2020,Kia,Forte,19000.0,1217.0,Toronto,14,"Toronto, Ontario"
1907,2016,Hyundai,Tucson,16995.0,80390.0,Mississauga,27,"Mississauga, Ontario"
1908,2017,Hyundai,Elantra,15330.0,45853.0,Etobicoke,13,"Etobicoke, Ontario"
1909,2015,Chevrolet,Equinox,19900.0,97690.0,Cambridge,82,"Cambridge, Ontario"
1910,2019,Land,Rover,49375.0,25203.0,Essex,326,"Essex, Ontario"
1911,2018,Porsche,911,117800.0,16297.0,Toronto,14,"Toronto, Ontario"
1912,2018,Porsche,Cayenne,54188.0,71287.0,Richmond Hill,29,"Richmond Hill, Ontario"
1913,2013,Volkswagen,Golf,14500.0,71492.0,Brampton,30,"Brampton, Ontario"
1914,2019,Volkswagen,Tiguan,36690.0,24241.0,Thornhill,17,"Thornhill, Ontario"
1915,2016,BMW,X4,28358.0,101818.0,Oakville,40,"Oakville, Ontario"
1916,2014,Audi,A5,25888.0,95758.0,Toronto,15,"Toronto, Ontario"
1917,2017,Hyundai,Elantra,16199.0,57728.0,Mississauga,27,"Mississauga, Ontario"
1918,2014,Honda,CR-V,15900.0,82152.0,Burlington,45,"Burlington, Ontario"
1919,2017,Mazda,Mazda3,14988.0,85184.0,Scarborough,21,"Scarborough, Ontario"
1920,2014,Mazda,CX-5,14638.0,150833.0,Scarborough,21,"Scarborough, Ontario"
1921,2014,Kia,Soul,15888.0,10.0,Oshawa,49,"Oshawa, Ontario"
1922,2020,Nissan,Rogue,25895.0,10404.0,Richmond Hill,30,"Richmond Hill, Ontario"
1923,2019,Toyota,Highlander,38888.0,129806.0,Toronto,15,"Toronto, Ontario"
1924,2017,Toyota,RAV4,33999.0,15864.0,Waterloo,94,"Waterloo, Ontario"
1925,2020,Toyota,Corolla,23606.0,12810.0,Georgetown,42,"Georgetown, Ontario"
1926,2020,Acura,RDX,49147.0,15859.0,Thornhill,17,"Thornhill, Ontario"
1927,2016,BMW,4,29000.0,75500.0,Oakville,37,"Oakville, Ontario"
1928,2020,Nissan,Altima,25295.0,12673.0,Mississauga,21,"Mississauga, Ontario"
1929,2020,Hyundai,Elantra,19995.0,26024.0,Etobicoke,18,"Etobicoke, Ontario"
1930,2016,Ford,Focus,15995.0,26161.0,Toronto,14,"Toronto, Ontario"
1931,2012,Ford,Flex,7900.0,198790.0,Mississauga,21,"Mississauga, Ontario"
1932,2013,Hyundai,Elantra,6250.0,157341.0,Stouffville,36,"Stouffville, Ontario"
1933,2020,Volkswagen,Jetta,24909.0,90.0,Brantford,88,"Brantford, Ontario"
1934,2018,Toyota,RAV4,22900.0,65283.0,Toronto,10,"Toronto, Ontario"
1935,2019,Ram,ProMaster,33992.0,2749.0,Hamilton,55,"Hamilton, Ontario"
1936,2019,Volkswagen,GTI,33288.0,2772.0,Port Hope,95,"Port Hope, Ontario"
1937,2020,Toyota,Corolla,25495.0,19113.0,Toronto,10,"Toronto, Ontario"
1938,2017,Audi,A6,45900.0,19421.0,London,171,"London, Ontario"
1939,2019,Ford,Edge,32995.0,23688.0,Mississauga,30,"Mississauga, Ontario"
1940,2016,Audi,Q5,24495.0,67220.0,Milton,43,"Milton, Ontario"
1941,2020,Kia,Forte,23699.0,150.0,Toronto,14,"Toronto, Ontario"
1942,2016,Honda,Odyssey,19895.0,104027.0,Toronto,11,"Toronto, Ontario"
1943,2016,Honda,Civic,15500.0,59183.0,St. Catharines,53,"St. Catharines, Ontario"
1944,2015,Mazda,Mazda3,6998.0,155056.0,Mississauga,20,"Mississauga, Ontario"
1945,2020,Volkswagen,Jetta,24909.0,90.0,Brantford,88,"Brantford, Ontario"
1946,2019,Ford,Mustang,51988.0,7691.0,St George,86,"St George, Ontario"
1947,2019,Jeep,Grand,39995.0,28668.0,Milton,43,"Milton, Ontario"
1948,2017,Mercedes-Benz,GLC300,36495.0,53840.0,Toronto,11,"Toronto, Ontario"
